Orthogroup	plut2v1.1.proteins	Mcavernosa.maker.proteins
OG0000097	plut2.m8.25362.m1	Mcavernosa22353-RA
OG0000097	plut2.m8.24791.m1	Mcavernosa30418-RA
OG0000097	plut2.m8.32803.m1, jamg1.model.xpSc0007471.1, plut2.m8.23408.m1	Mcavernosa24247-RA, Mcavernosa27974-RA
OG0000098	plut2.m8.29601.m1, plut2.m8.16593.m1, plut2.m8.16594.m1, plut2.m8.16596.m1, plut2.m8.21406.m1	Mcavernosa19097-RA, Mcavernosa03269-RA, Mcavernosa03270-RA
OG0000098	plut2.m8.21405.m1	Mcavernosa03259-RA
OG0000098	plut2.m8.24183.m1, plut2.m8.24185.m1, plut2.m8.24184.m1	Mcavernosa03262-RA, Mcavernosa03267-RA, Mcavernosa23945-RA, Mcavernosa03264-RA
OG0000099	plut2.m8.31853.m1, plut2.m8.6664.m1	Mcavernosa08711-RA
OG0000099	plut2.m8.2727.m1, plut2.m8.13415.m1, plut2.m8.2087.m1, plut2.m8.2086.m1	Mcavernosa33915-RA, Mcavernosa27723-RA, Mcavernosa33916-RA
OG0000100	jamg1.model.Sc0000139.9	Mcavernosa02733-RA
OG0000103	jamg1.model.Sc0000365.27, jamg1.model.Sc0000365.20, jamg1.model.Sc0000365.23, plut2.m8.30586.m1, jamg1.model.Sc0000365.21, jamg1.model.xfSc0000221.9	Mcavernosa19918-RA, Mcavernosa19923-RA, Mcavernosa11021-RA, Mcavernosa34527-RA, Mcavernosa33308-RA, Mcavernosa34525-RA, Mcavernosa27084-RA
OG0000104	plut2.m8.3109.m1	Mcavernosa14898-RA
OG0000104	plut2.m8.3111.m1	Mcavernosa14897-RA
OG0000109	plut2.m8.10922.m1, plut2.m8.33308.m1	Mcavernosa07350-RA
OG0000109	plut2.m8.924.m1, jamg1.model.Sc0000015.119	Mcavernosa32911-RA, Mcavernosa26966-RA, Mcavernosa22265-RA, Mcavernosa00569-RA, Mcavernosa29056-RA
OG0000109	plut2.m8.21859.m1, plut2.m8.20617.m1, plut2.m8.32790.m1, plut2.m8.32085.m1	Mcavernosa32969-RA
OG0000111	plut2.m8.31125.m1, plut2.m8.4147.m1, jamg1.model.Sc0000617.2, jamg1.model.xfSc0000660.1, jamg1.model.Sc0000463.22, plut2.m8.31123.m1, plut2.m8.19161.m1, plut2.m8.25209.m1, plut2.m8.30226.m1, plut2.m8.30590.m1, plut2.m8.25587.m1, plut2.m8.33466.m1, plut2.m8.25584.m1, plut2.m8.27404.m1	Mcavernosa17903-RA, Mcavernosa17906-RA, Mcavernosa17907-RA
OG0000112	jamg1.model.xfSc0005964.1	Mcavernosa30463-RA
OG0000112	plut2.m8.24079.m1, plut2.m8.22282.m1	Mcavernosa28640-RA
OG0000114	plut2.m8.30967.m1	Mcavernosa18242-RA
OG0000114	jamg1.model.Sc0000053.111	Mcavernosa11164-RA, Mcavernosa24343-RA, Mcavernosa04081-RA, Mcavernosa32924-RA
OG0000115	plut2.m8.24881.m1	Mcavernosa05995-RA
OG0000115	plut2.m8.14234.m1, plut2.m8.11194.m1	Mcavernosa24590-RA
OG0000116	plut2.m8.13083.m1, plut2.m8.13084.m1	Mcavernosa08315-RA, Mcavernosa34884-RA
OG0000116	plut2.m8.12592.m1	Mcavernosa08094-RA, Mcavernosa09443-RA
OG0000116	plut2.m8.12581.m1	Mcavernosa34605-RA, Mcavernosa34606-RA
OG0000117	plut2.m8.23540.m1	Mcavernosa06028-RA, Mcavernosa03666-RA, Mcavernosa29527-RA, Mcavernosa06032-RA, Mcavernosa06031-RA, Mcavernosa06036-RA
OG0000118	plut2.m8.10020.m1	Mcavernosa05771-RA, Mcavernosa30591-RA
OG0000119	plut2.m8.23944.m1	Mcavernosa27333-RA, Mcavernosa21846-RA
OG0000119	jamg1.model.Sc0000277.28	Mcavernosa14635-RA, Mcavernosa35067-RA, Mcavernosa35066-RA
OG0000119	plut2.m8.31770.m1, jamg1.model.Sc0000060.13	Mcavernosa27335-RA, Mcavernosa33983-RA, Mcavernosa33752-RA, Mcavernosa30962-RA, Mcavernosa14470-RA, Mcavernosa19077-RA, Mcavernosa11134-RA
OG0000119	plut2.m8.25892.m1	Mcavernosa09979-RA
OG0000119	plut2.m8.11538.m1	Mcavernosa20415-RA, Mcavernosa20621-RA
OG0000121	plut2.m8.32193.m1	Mcavernosa04647-RA
OG0000121	plut2.m8.20285.m1	Mcavernosa28439-RA
OG0000121	plut2.m8.31980.m1	Mcavernosa01703-RA, Mcavernosa21418-RA
OG0000122	plut2.m8.23400.m1	Mcavernosa19226-RA
OG0000122	plut2.m8.4389.m1	Mcavernosa35125-RA
OG0000122	plut2.m8.5235.m1	Mcavernosa21840-RA, Mcavernosa19070-RA, Mcavernosa08390-RA, Mcavernosa17386-RA, Mcavernosa23864-RA, Mcavernosa35026-RA, Mcavernosa05764-RA, Mcavernosa17388-RA, Mcavernosa21836-RA
OG0000123	plut2.m8.26347.m1, plut2.m8.24972.m1, plut2.m8.24973.m1, plut2.m8.26349.m1	Mcavernosa16634-RA
OG0000124	plut2.m8.25961.m1, plut2.m8.4940.m1, plut2.m8.18922.m1, plut2.m8.15807.m1	Mcavernosa22177-RA, Mcavernosa28973-RA, Mcavernosa22182-RA
OG0000124	plut2.m8.16609.m1	Mcavernosa17858-RA
OG0000124	plut2.m8.23150.m1, plut2.m8.22931.m1, plut2.m8.16864.m1, plut2.m8.22847.m1, plut2.m8.16863.m1, plut2.m8.15724.m1	Mcavernosa23251-RA
OG0000125	jamg1.model.xpSc0007927.1	Mcavernosa10989-RA, Mcavernosa30593-RA, Mcavernosa06233-RA
OG0000126	plut2.m8.23645.m1, plut2.m8.14426.m1, plut2.m8.14424.m1	Mcavernosa31992-RA, Mcavernosa34649-RA, Mcavernosa34540-RA, Mcavernosa33840-RA
OG0000127	jamg1.model.Sc0000465.15	Mcavernosa26601-RA, Mcavernosa27775-RA
OG0000127	plut2.m8.31771.m1	Mcavernosa15253-RA, Mcavernosa19214-RA, Mcavernosa33913-RA, Mcavernosa35119-RA, Mcavernosa15254-RA
OG0000127	plut2.m8.23597.m1, plut2.m8.23157.m1, plut2.m8.26273.m1, plut2.m8.30241.m1	Mcavernosa26149-RA, Mcavernosa33077-RA
OG0000128	jamg1.model.Sc0000062.53, plut2.m8.6505.m1, jamg1.model.Sc0000062.49, jamg1.model.Sc0000062.44	Mcavernosa23370-RA, Mcavernosa23371-RA, Mcavernosa23369-RA
OG0000129	plut2.m8.21489.m1, plut2.m8.21487.m1, plut2.m8.21488.m1	Mcavernosa16238-RA, Mcavernosa16241-RA, Mcavernosa03547-RA, Mcavernosa16242-RA
OG0000129	plut2.m8.19906.m1	Mcavernosa16235-RA, Mcavernosa16237-RA, Mcavernosa16240-RA, Mcavernosa31508-RA, Mcavernosa16239-RA, Mcavernosa31509-RA
OG0000130	plut2.m8.7166.m1, plut2.m8.7169.m1	Mcavernosa11005-RA, Mcavernosa24673-RA
OG0000130	plut2.m8.8809.m1	Mcavernosa20101-RA
OG0000130	plut2.m8.7315.m1, plut2.m8.14924.m1, plut2.m8.33358.m1, plut2.m8.14939.m1, plut2.m8.7301.m1, plut2.m8.10620.m1, plut2.m8.8804.m1	Mcavernosa10157-RA
OG0000130	plut2.m8.2322.m1	Mcavernosa04570-RA
OG0000131	jamg1.model.Sc0000206.49, plut2.m8.8605.m1	Mcavernosa25694-RA
OG0000131	plut2.m8.26048.m1, plut2.m8.13286.m1, plut2.m8.15168.m1, plut2.m8.7939.m1, plut2.m8.7946.m1	Mcavernosa25681-RA, Mcavernosa34440-RA
OG0000135	plut2.m8.18899.m1	Mcavernosa33430-RA
OG0000135	plut2.m8.25135.m1	Mcavernosa24058-RA
OG0000136	plut2.m8.14809.m1	Mcavernosa02331-RA
OG0000136	plut2.m8.13166.m1	Mcavernosa30422-RA, Mcavernosa33386-RA, Mcavernosa27209-RA, Mcavernosa06945-RA, Mcavernosa11532-RA
OG0000137	jamg1.model.Sc0000018.17	Mcavernosa04588-RA, Mcavernosa04594-RA
OG0000140	plut2.m8.11874.m1	Mcavernosa05587-RA, Mcavernosa17513-RA, Mcavernosa09895-RA, Mcavernosa09896-RA
OG0000140	plut2.m8.11875.m1	Mcavernosa10052-RA, Mcavernosa28994-RA
OG0000141	plut2.m8.11503.m1, plut2.m8.11507.m1, jamg1.model.Sc0000293.8, jamg1.model.Sc0000293.6, jamg1.model.Sc0000293.3, jamg1.model.Sc0000144.3, jamg1.model.Sc0000144.6, jamg1.model.Sc0000035.107, jamg1.model.Sc0000035.106, jamg1.model.Sc0000035.105, plut2.m8.11506.m1, jamg1.model.Sc0000293.1, plut2.m8.11508.m1, jamg1.model.Sc0000293.4, plut2.m8.14492.m1	Mcavernosa10690-RA, Mcavernosa10691-RA, Mcavernosa10685-RA
OG0000145	plut2.m8.11618.m1	Mcavernosa01108-RA
OG0000145	plut2.m8.33302.m1, plut2.m8.24267.m1, plut2.m8.24269.m1, plut2.m8.33614.m1, plut2.m8.15473.m1, plut2.m8.28535.m1, plut2.m8.23084.m1, plut2.m8.19950.m1	Mcavernosa11469-RA
OG0000146	plut2.m8.26689.m1, plut2.m8.8878.m1	Mcavernosa19264-RA
OG0000146	plut2.m8.29829.m1	Mcavernosa25784-RA, Mcavernosa33984-RA
OG0000147	jamg1.model.Sc0000682.12, jamg1.model.Sc0000066.2, jamg1.model.Sc0000665.13	Mcavernosa29182-RA, Mcavernosa29288-RA
OG0000149	plut2.m8.4905.m1, plut2.m8.31611.m1, plut2.m8.18982.m1, plut2.m8.30661.m1	Mcavernosa05768-RA, Mcavernosa33039-RA
OG0000149	plut2.m8.7211.m1	Mcavernosa12250-RA
OG0000150	plut2.m8.6302.m1	Mcavernosa06485-RA, Mcavernosa20885-RA, Mcavernosa18004-RA, Mcavernosa34297-RA, Mcavernosa20884-RA
OG0000150	plut2.m8.5813.m1	Mcavernosa18703-RA, Mcavernosa11141-RA, Mcavernosa13029-RA, Mcavernosa15353-RA
OG0000150	plut2.m8.9779.m1	Mcavernosa04617-RA
OG0000150	plut2.m8.8886.m1	Mcavernosa11140-RA
OG0000150	plut2.m8.9491.m1	Mcavernosa17260-RA
OG0000150	jamg1.model.Sc0000576.3, plut2.m8.26750.m1	Mcavernosa19928-RA
OG0000151	jamg1.model.xpSc0007089.12, jamg1.model.Sc0000242.2	Mcavernosa18827-RA
OG0000152	jamg1.model.Sc0000042.9	Mcavernosa18562-RA, Mcavernosa18561-RA, Mcavernosa20786-RA, Mcavernosa20787-RA, Mcavernosa20785-RA
OG0000155	plut2.m8.21565.m1, plut2.m8.21570.m1, plut2.m8.21061.m1, plut2.m8.32541.m1, plut2.m8.21655.m1, plut2.m8.21656.m1, plut2.m8.32546.m1, plut2.m8.2654.m1	Mcavernosa15164-RA
OG0000155	plut2.m8.30573.m1, plut2.m8.4177.m1, plut2.m8.3966.m1, plut2.m8.8312.m1, plut2.m8.8313.m1, plut2.m8.25827.m1	Mcavernosa00307-RA, Mcavernosa32754-RA, Mcavernosa05318-RA, Mcavernosa00308-RA
OG0000155	plut2.m8.15960.m1	Mcavernosa20793-RA
OG0000156	plut2.m8.24872.m1	Mcavernosa32771-RA, Mcavernosa26771-RA, Mcavernosa26773-RA, Mcavernosa34597-RA, Mcavernosa32525-RA, Mcavernosa29510-RA
OG0000156	plut2.m8.21463.m1, plut2.m8.29662.m1, plut2.m8.16008.m1, plut2.m8.18663.m1, plut2.m8.21462.m1, plut2.m8.21464.m1, plut2.m8.29663.m1	Mcavernosa32524-RA
OG0000156	plut2.m8.18656.m1, plut2.m8.18660.m1	Mcavernosa28330-RA
OG0000157	plut2.m8.24363.m1, plut2.m8.11669.m1, plut2.m8.1218.m1, plut2.m8.9523.m1, plut2.m8.11667.m1, plut2.m8.11668.m1, plut2.m8.30487.m1, plut2.m8.11673.m1, jamg1.model.Sc0000590.11, jamg1.model.Sc0000590.2, plut2.m8.11661.m1, jamg1.model.Sc0000146.56, plut2.m8.11660.m1, plut2.m8.24357.m1, plut2.m8.24360.m1	Mcavernosa08167-RA, Mcavernosa17966-RA, Mcavernosa17969-RA, Mcavernosa17970-RA, Mcavernosa03123-RA, Mcavernosa03127-RA
OG0000159	plut2.m8.6887.m1	Mcavernosa04776-RA
OG0000160	plut2.m8.32732.m1, plut2.m8.32780.m1, plut2.m8.22380.m1	Mcavernosa29912-RA
OG0000161	plut2.m8.305.m1, plut2.m8.308.m1, plut2.m8.312.m1, plut2.m8.302.m1	Mcavernosa19138-RA, Mcavernosa29121-RA
OG0000161	plut2.m8.31175.m1, plut2.m8.303.m1, plut2.m8.319.m1, jamg1.model.Sc0000001.148, plut2.m8.313.m1	Mcavernosa22736-RA
OG0000162	plut2.m8.6065.m1	Mcavernosa02117-RA, Mcavernosa05788-RA, Mcavernosa02114-RA
OG0000162	plut2.m8.6056.m1, plut2.m8.6062.m1, plut2.m8.6060.m1, plut2.m8.6054.m1, plut2.m8.6055.m1, plut2.m8.6061.m1	Mcavernosa02112-RA, Mcavernosa02115-RA
OG0000162	plut2.m8.6059.m1, plut2.m8.6053.m1, plut2.m8.6058.m1, plut2.m8.15315.m1	Mcavernosa02113-RA, Mcavernosa05786-RA
OG0000163	plut2.m8.30978.m1	Mcavernosa32097-RA, Mcavernosa30540-RA, Mcavernosa16297-RA, Mcavernosa26922-RA
OG0000163	plut2.m8.7282.m1	Mcavernosa04769-RA, Mcavernosa11148-RA, Mcavernosa29157-RA, Mcavernosa04549-RA, Mcavernosa24775-RA, Mcavernosa19090-RA, Mcavernosa30468-RA, Mcavernosa33265-RA
OG0000163	plut2.m8.31598.m1	Mcavernosa33565-RA
OG0000166	plut2.m8.23352.m1, plut2.m8.23676.m1	Mcavernosa27338-RA
OG0000166	plut2.m8.1587.m1, plut2.m8.4163.m1, plut2.m8.30347.m1, plut2.m8.21539.m1	Mcavernosa16127-RA, Mcavernosa26434-RA
OG0000166	plut2.m8.1589.m1, plut2.m8.4166.m1	Mcavernosa15797-RA
OG0000167	plut2.m8.25204.m1, plut2.m8.11098.m1, plut2.m8.11097.m1, plut2.m8.20209.m1, plut2.m8.7698.m1, plut2.m8.14945.m1, plut2.m8.17343.m1, plut2.m8.11500.m1, plut2.m8.20884.m1, plut2.m8.4982.m1, plut2.m8.17589.m1, plut2.m8.15786.m1, plut2.m8.4789.m1, plut2.m8.8766.m1	Mcavernosa08736-RA
OG0000168	plut2.m8.4568.m1	Mcavernosa07114-RA, Mcavernosa34138-RA, Mcavernosa35052-RA, Mcavernosa02105-RA, Mcavernosa29293-RA, Mcavernosa12731-RA, Mcavernosa28859-RA, Mcavernosa28858-RA, Mcavernosa28860-RA, Mcavernosa22300-RA, Mcavernosa29294-RA, Mcavernosa17486-RA, Mcavernosa27685-RA, Mcavernosa10320-RA
OG0000169	plut2.m8.11818.m1, plut2.m8.9136.m1	Mcavernosa09020-RA, Mcavernosa09021-RA
OG0000170	plut2.m8.28481.m1	Mcavernosa00345-RA, Mcavernosa10587-RA
OG0000170	plut2.m8.379.m1	Mcavernosa10588-RA, Mcavernosa10589-RA
OG0000171	plut2.m8.30066.m1	Mcavernosa29799-RA
OG0000171	plut2.m8.30065.m1, plut2.m8.2414.m1, plut2.m8.2410.m1, plut2.m8.30064.m1, plut2.m8.28430.m1	Mcavernosa20710-RA
OG0000173	plut2.m8.12603.m1, plut2.m8.12605.m1, plut2.m8.12606.m1, plut2.m8.12604.m1, plut2.m8.4812.m1, plut2.m8.10379.m1, plut2.m8.10381.m1, plut2.m8.10382.m1, plut2.m8.10380.m1, plut2.m8.10378.m1, plut2.m8.10385.m1	Mcavernosa24085-RA
OG0000173	plut2.m8.22256.m1	Mcavernosa32637-RA, Mcavernosa19474-RA, Mcavernosa24084-RA, Mcavernosa29414-RA, Mcavernosa29412-RA
OG0000175	plut2.m8.2745.m1, plut2.m8.2748.m1, plut2.m8.2746.m1, plut2.m8.2753.m1, plut2.m8.2750.m1, plut2.m8.33535.m1	Mcavernosa30677-RA
OG0000175	plut2.m8.2756.m1, plut2.m8.2754.m1	Mcavernosa07309-RA, Mcavernosa16286-RA, Mcavernosa16283-RA, Mcavernosa16285-RA, Mcavernosa16284-RA
OG0000178	jamg1.model.Sc0000352.8	Mcavernosa20169-RA, Mcavernosa29174-RA, Mcavernosa06700-RA, Mcavernosa34270-RA
OG0000179	plut2.m8.33392.m1	Mcavernosa29189-RA, Mcavernosa30646-RA, Mcavernosa28055-RA, Mcavernosa28053-RA, Mcavernosa21413-RA
OG0000179	plut2.m8.14193.m1, plut2.m8.33391.m1, plut2.m8.14187.m1, plut2.m8.16198.m1, plut2.m8.16204.m1	Mcavernosa13551-RA, Mcavernosa34862-RA, Mcavernosa35072-RA, Mcavernosa29211-RA
OG0000180	plut2.m8.25575.m1, plut2.m8.32350.m1, plut2.m8.25633.m1, plut2.m8.24125.m1, plut2.m8.32354.m1, plut2.m8.30618.m1, plut2.m8.30617.m1, plut2.m8.32370.m1, plut2.m8.8601.m1, plut2.m8.29820.m1, plut2.m8.1831.m1, plut2.m8.19940.m1, plut2.m8.20042.m1, plut2.m8.1828.m1, plut2.m8.32361.m1, plut2.m8.11462.m1, plut2.m8.28607.m1, plut2.m8.2665.m1	Mcavernosa27977-RA, Mcavernosa27734-RA
OG0000180	plut2.m8.2183.m1, plut2.m8.5234.m1	Mcavernosa29049-RA
OG0000181	plut2.m8.1507.m1	Mcavernosa03594-RA
OG0000181	plut2.m8.32047.m1	Mcavernosa06848-RA, Mcavernosa30341-RA, Mcavernosa34870-RA, Mcavernosa06850-RA, Mcavernosa14561-RA
OG0000181	plut2.m8.25290.m1	Mcavernosa14543-RA
OG0000182	plut2.m8.20676.m1	Mcavernosa33943-RA
OG0000182	jamg1.model.Sc0000209.41, jamg1.model.Sc0000209.38, plut2.m8.20678.m1, plut2.m8.20677.m1, plut2.m8.20680.m1, plut2.m8.20679.m1, plut2.m8.1583.m1, jamg1.model.Sc0000154.47, plut2.m8.12030.m1, plut2.m8.17666.m1, plut2.m8.12534.m1, plut2.m8.1421.m1, plut2.m8.1418.m1, plut2.m8.1420.m1, plut2.m8.15097.m1, plut2.m8.15096.m1, jamg1.model.Sc0000211.23, plut2.m8.11731.m1, plut2.m8.31729.m1, plut2.m8.14293.m1	Mcavernosa19647-RA
OG0000183	plut2.m8.8581.m1, plut2.m8.8583.m1, plut2.m8.8582.m1, plut2.m8.8588.m1, plut2.m8.31302.m1, jamg1.model.xfSc0000420.4	Mcavernosa15627-RA, Mcavernosa28689-RA, Mcavernosa15621-RA, Mcavernosa15622-RA, Mcavernosa28686-RA, Mcavernosa28685-RA, Mcavernosa27595-RA, Mcavernosa27598-RA
OG0000184	plut2.m8.552.m1, plut2.m8.16355.m1, plut2.m8.25139.m1	Mcavernosa17399-RA
OG0000184	plut2.m8.21873.m1, plut2.m8.2915.m1, plut2.m8.1526.m1	Mcavernosa33853-RA
OG0000185	jamg1.model.Sc0000122.5	Mcavernosa09239-RA
OG0000186	plut2.m8.8342.m1, plut2.m8.8341.m1	Mcavernosa16050-RA, Mcavernosa16046-RA, Mcavernosa16049-RA, Mcavernosa16047-RA
OG0000187	jamg1.model.Sc0000670.5, plut2.m8.14381.m1, plut2.m8.14037.m1, jamg1.model.Sc0000100.57, plut2.m8.3037.m1	Mcavernosa11163-RA
OG0000187	plut2.m8.20745.m1, plut2.m8.7562.m1, plut2.m8.26063.m1, plut2.m8.26066.m1, plut2.m8.33413.m1, plut2.m8.152.m1, plut2.m8.26064.m1	Mcavernosa18874-RA, Mcavernosa15482-RA, Mcavernosa33562-RA, Mcavernosa24346-RA, Mcavernosa33819-RA, Mcavernosa22713-RA, Mcavernosa33667-RA
OG0000188	plut2.m8.9220.m1	Mcavernosa10042-RA, Mcavernosa31048-RA, Mcavernosa16710-RA
OG0000189	plut2.m8.1055.m1, plut2.m8.25616.m1	Mcavernosa25686-RA
OG0000189	plut2.m8.12007.m1, plut2.m8.1066.m1	Mcavernosa21324-RA
OG0000194	plut2.m8.26736.m1	Mcavernosa19394-RA
OG0000196	plut2.m8.7261.m1, plut2.m8.7260.m1, plut2.m8.7262.m1, plut2.m8.7259.m1, plut2.m8.30197.m1, plut2.m8.30194.m1, plut2.m8.30193.m1, plut2.m8.30199.m1	Mcavernosa20482-RA, Mcavernosa10891-RA, Mcavernosa24267-RA
OG0000198	jamg1.model.Sc0000164.18, plut2.m8.12568.m1	Mcavernosa11311-RA, Mcavernosa30596-RA, Mcavernosa11309-RA, Mcavernosa11310-RA, Mcavernosa12326-RA, Mcavernosa12322-RA
OG0000199	plut2.m8.4224.m1, plut2.m8.4220.m1, plut2.m8.16872.m1, plut2.m8.19895.m1	Mcavernosa01316-RA
OG0000200	plut2.m8.1277.m1	Mcavernosa07112-RA
OG0000200	plut2.m8.3282.m1	Mcavernosa07111-RA
OG0000200	plut2.m8.2134.m1, plut2.m8.2136.m1, plut2.m8.2131.m1	Mcavernosa13043-RA
OG0000200	plut2.m8.5698.m1	Mcavernosa16005-RA
OG0000200	plut2.m8.5692.m1, plut2.m8.5699.m1	Mcavernosa10652-RA
OG0000202	plut2.m8.24015.m1, plut2.m8.24012.m1	Mcavernosa20968-RA
OG0000203	plut2.m8.1359.m1, plut2.m8.11900.m1, plut2.m8.11901.m1	Mcavernosa23975-RA
OG0000205	plut2.m8.15106.m1	Mcavernosa07319-RA, Mcavernosa07318-RA, Mcavernosa10069-RA, Mcavernosa10057-RA, Mcavernosa32917-RA, Mcavernosa10062-RA
OG0000206	plut2.m8.18441.m1, plut2.m8.31835.m1, plut2.m8.18445.m1, plut2.m8.18442.m1, plut2.m8.18443.m1, plut2.m8.31387.m1, plut2.m8.12217.m1, plut2.m8.19989.m1, plut2.m8.31973.m1, plut2.m8.26055.m1, plut2.m8.18440.m1, plut2.m8.18447.m1, plut2.m8.18446.m1, plut2.m8.19990.m1, plut2.m8.18444.m1	Mcavernosa31626-RA, Mcavernosa22344-RA, Mcavernosa22347-RA, Mcavernosa30410-RA, Mcavernosa22350-RA
OG0000208	plut2.m8.8129.m1, plut2.m8.8132.m1, plut2.m8.8123.m1, plut2.m8.8125.m1, plut2.m8.8137.m1, plut2.m8.8131.m1	Mcavernosa28000-RA, Mcavernosa08405-RA, Mcavernosa08412-RA, Mcavernosa08415-RA
OG0000208	plut2.m8.8136.m1, plut2.m8.8128.m1, plut2.m8.8127.m1	Mcavernosa08403-RA
OG0000208	jamg1.model.Sc0000086.37	Mcavernosa08416-RA
OG0000209	jamg1.model.Sc0000563.19	Mcavernosa23454-RA
OG0000209	plut2.m8.29558.m1	Mcavernosa34703-RA, Mcavernosa00658-RA
OG0000211	jamg1.model.Sc0000524.20, jamg1.model.Sc0000013.20, jamg1.model.Sc0000125.61, jamg1.model.Sc0000039.9	Mcavernosa34435-RA
OG0000212	plut2.m8.33511.m1, plut2.m8.18388.m1, jamg1.model.Sc0000047.70, jamg1.model.Sc0000636.12	Mcavernosa29757-RA
OG0000213	plut2.m8.29833.m1	Mcavernosa27339-RA, Mcavernosa26435-RA, Mcavernosa34123-RA
OG0000214	plut2.m8.4449.m1, plut2.m8.4451.m1, plut2.m8.4450.m1	Mcavernosa01761-RA, Mcavernosa01763-RA
OG0000217	jamg1.model.Sc0000019.95	Mcavernosa25349-RA, Mcavernosa00584-RA, Mcavernosa33384-RA, Mcavernosa19080-RA, Mcavernosa30440-RA
OG0000217	jamg1.model.Sc0000284.4	Mcavernosa26583-RA, Mcavernosa34763-RA, Mcavernosa29496-RA, Mcavernosa26913-RA
OG0000217	plut2.m8.32103.m1	Mcavernosa05589-RA
OG0000217	jamg1.model.Sc0000098.56	Mcavernosa26134-RA
OG0000217	jamg1.model.Sc0000125.44, jamg1.model.Sc0000053.6	Mcavernosa34762-RA
OG0000218	plut2.m8.19960.m1, plut2.m8.8303.m1	Mcavernosa10954-RA, Mcavernosa10958-RA, Mcavernosa26498-RA, Mcavernosa26494-RA
OG0000218	plut2.m8.7710.m1, plut2.m8.7711.m1	Mcavernosa01583-RA
OG0000219	plut2.m8.14277.m1	Mcavernosa00495-RA
OG0000220	plut2.m8.26740.m1	Mcavernosa23534-RA, Mcavernosa26218-RA
OG0000220	plut2.m8.28871.m1	Mcavernosa30408-RA, Mcavernosa34784-RA
OG0000220	plut2.m8.26745.m1, plut2.m8.26748.m1, plut2.m8.26747.m1	Mcavernosa23536-RA, Mcavernosa30030-RA
OG0000221	plut2.m8.23370.m1	Mcavernosa34438-RA
OG0000222	jamg1.model.xpSc0007102.7	Mcavernosa25866-RA, Mcavernosa20877-RA, Mcavernosa30392-RA, Mcavernosa02638-RA, Mcavernosa18871-RA, Mcavernosa02637-RA, Mcavernosa23026-RA, Mcavernosa11133-RA, Mcavernosa34054-RA, Mcavernosa23306-RA
OG0000223	jamg1.model.Sc0000715.4, jamg1.model.Sc0000419.34	Mcavernosa10994-RA
OG0000224	plut2.m8.33335.m1, plut2.m8.9413.m1, plut2.m8.15166.m1, plut2.m8.22693.m1, plut2.m8.22692.m1	Mcavernosa03840-RA, Mcavernosa03842-RA
OG0000225	jamg1.model.xpSc0007300.2	Mcavernosa34594-RA, Mcavernosa34595-RA, Mcavernosa17452-RA
OG0000226	plut2.m8.20811.m1	Mcavernosa08107-RA, Mcavernosa08130-RA
OG0000226	plut2.m8.20812.m1	Mcavernosa08106-RA, Mcavernosa08123-RA
OG0000228	plut2.m8.16601.m1	Mcavernosa22277-RA
OG0000228	plut2.m8.15706.m1	Mcavernosa29543-RA
OG0000230	plut2.m8.15076.m1	Mcavernosa03065-RA
OG0000230	plut2.m8.15075.m1	Mcavernosa03067-RA
OG0000231	jamg1.model.Sc0000021.114, jamg1.model.xfSc0000107.22, jamg1.model.Sc0000226.24	Mcavernosa19289-RA
OG0000231	plut2.m8.4053.m1	Mcavernosa19288-RA, Mcavernosa24018-RA
OG0000233	jamg1.model.Sc0000106.53, plut2.m8.10010.m1, plut2.m8.31575.m1, plut2.m8.31574.m1, plut2.m8.11563.m1, plut2.m8.11569.m1, jamg1.model.xfSc0000688.3, jamg1.model.xpSc0007933.1	Mcavernosa34030-RA, Mcavernosa22543-RA, Mcavernosa14047-RA, Mcavernosa14053-RA, Mcavernosa14048-RA, Mcavernosa14046-RA, Mcavernosa14045-RA
OG0000235	plut2.m8.7543.m1	Mcavernosa26982-RA, Mcavernosa26986-RA, Mcavernosa26981-RA
OG0000235	plut2.m8.7537.m1, plut2.m8.10069.m1, plut2.m8.10070.m1, plut2.m8.769.m1, plut2.m8.2603.m1, plut2.m8.758.m1, plut2.m8.8620.m1	Mcavernosa06638-RA
OG0000236	plut2.m8.32346.m1	Mcavernosa14862-RA
OG0000237	jamg1.model.Sc0000806.1, jamg1.model.Sc0000661.6, jamg1.model.Sc0000661.3	Mcavernosa12421-RA
OG0000237	plut2.m8.24782.m1, jamg1.model.Sc0000551.3	Mcavernosa12423-RA, Mcavernosa34291-RA, Mcavernosa34293-RA
OG0000238	plut2.m8.3732.m1, plut2.m8.3733.m1	Mcavernosa08060-RA, Mcavernosa08059-RA, Mcavernosa32552-RA, Mcavernosa08061-RA
OG0000238	plut2.m8.5047.m1, jamg1.model.Sc0000117.3	Mcavernosa03779-RA
OG0000241	jamg1.model.Sc0000211.48	Mcavernosa26975-RA
OG0000242	jamg1.model.xfSc0000057.8	Mcavernosa32662-RA
OG0000242	jamg1.model.Sc0000483.20, jamg1.model.Sc0000113.55	Mcavernosa13172-RA
OG0000244	plut2.m8.31728.m1, plut2.m8.10330.m1	Mcavernosa04078-RA
OG0000244	plut2.m8.10331.m1, plut2.m8.24033.m1	Mcavernosa35169-RA, Mcavernosa23528-RA, Mcavernosa27409-RA, Mcavernosa11914-RA, Mcavernosa23527-RA, Mcavernosa27410-RA
